,area,title,community,position,tax,total_price,unit_price,hourseType,hourseSize,direction,fitment
2134,罗湖区,靠山物业，采光通风好，看房周末家里有人,逸翠园,百仕达,房本满五年,700.0,60371.0,3室2厅,115.95,东南,精装
2135,罗湖区,花园式花园人车分流，户型方正，实用面积大,名骏豪庭,莲塘,房本满五年,225.0,52855.0,1室1厅,42.57,北,精装
2136,罗湖区,楼层好，视野广，满五年，看山景,宝湖名园,布心,房本满五年,598.0,50678.0,3室1厅,118.0,北,简装
2137,罗湖区,老街地铁口和平广场方正实用3房2卫,和平广场,地王,房本满五年,430.0,51473.0,3室1厅,83.54,东南,简装
2138,罗湖区,花园大社区，人车分流，房子满两年,彩世界家园,布心,,530.0,54237.0,3室1厅,97.72,西,简装
2139,罗湖区,立新花园，东门商圈，高楼层，近晒布地铁口,立新花园,东门,,368.0,54926.0,2室1厅,67.0,西南,简装
2140,罗湖区,卧龙阁户型正规两房采光通风好，满5年红本,卧龙阁,新秀,,275.0,49372.0,2室1厅,55.7,西北,精装
2141,罗湖区,交通便利  近仙湖植物园   红本满五唯一   随时看房,仙湖枫景家园,莲塘,房本满五年,350.0,91672.0,3室1厅,38.18,南,精装
2142,罗湖区,仙湖枫景家园 2室1厅 425万,仙湖枫景家园,莲塘,,425.0,57879.0,2室1厅,73.43,东 南,其他
2143,罗湖区,东南向带装修，全新花园社区，万科物业管理，车位充足,锦缘里嘉园,新秀,,450.0,66529.0,2室1厅,67.64,东南,精装
2144,罗湖区,翠园本部大三房，业主诚心卖，红本满五唯一,沿河北路统建楼,黄贝岭,房本满五年,425.0,50148.0,3室2厅,84.75,东 南,简装
2145,罗湖区,开发商精装修 通燃气的比较适合住家型 朝南向看香港山,幸福万象,罗湖口岸,房本满五年,360.0,73052.0,3室2厅,49.28,南,精装
2146,罗湖区,厅出阳台，安静，通风，采光好，红本在手,洪湖花园,洪湖,,380.0,45586.0,2室1厅,83.36,西北,简装
2147,罗湖区,逸湖居 大户型 客厅带阳台 居家好房,逸湖居,翠竹,房本满五年,895.0,59006.0,4室2厅,151.68,东南,简装
2148,罗湖区,太白居大3房 电梯小高层 地铁口物业 配套齐全,太白居,布心,,680.0,59441.0,3室2厅,114.4,南,精装
2149,罗湖区,万科东方尊峪，精装复式大三房，红本满五年唯一,万科东方尊峪,莲塘,房本满五年,680.0,53969.0,3室1厅,126.0,北,精装
2150,罗湖区,京基东方华都 未用 户型方正，交通便利，购物方便,京基东方华都,螺岭,,492.0,70548.0,2室1厅,69.74,东南,精装
2151,罗湖区,中建二局一公司 满五年红本 近东湖公园罗湖体育馆,中建二局一公司,新秀,房本满五年,310.0,50754.0,2室1厅,61.08,南,简装
2152,罗湖区,东南亚风情园林 南向两房 厅出阳台 诚意出售,东方凤雅台,莲塘,房本满五年,342.0,53648.0,2室2厅,63.75,南,简装
2153,罗湖区,高层看东门 精装大三房 近地铁口 带泳池 业主诚心出售,和平广场,地王,房本满五年,428.0,56443.0,3室1厅,75.83,东北,简装
2154,罗湖区,南洋大厦 精装三居室 满二年 拎包入住,南洋大厦,春风路,,300.0,49432.0,3室1厅,60.69,东南,精装
2155,罗湖区,地铁口翠园跃式三层大3房，靠端头客厅挑高 实用103㎡,今日家园,布心,,500.0,73476.0,3室2厅,68.05,东 东南 北,精装
2156,罗湖区,双地铁 口物业 户型方正 高层视野开阔 红本满五,地王大厦信兴广场,地王,房本满五年,538.0,46328.0,2室1厅,116.13,北,简装
2157,罗湖区,此房满五唯一的，百仕达物业，精装修看花园，诚心出售,百仕达花园一期,百仕达,房本满五年,730.0,72702.0,3室2厅,100.41,南,精装
2158,罗湖区,京基云景梧桐  精装四房  靠山安静，即买即住,云景梧桐花园,莲塘,,1200.0,89028.0,4室1厅,134.79,东,精装
2159,罗湖区,丽晶大厦大三房，私人社区花园，居住舒服,丽晶大厦,万象城,房本满五年,600.0,58366.0,3室2厅,102.8,西,精装
2160,罗湖区,文锦渡海关生活区 两房 采光通风好,文锦渡海关生活区,春风路,房本满五年,380.0,47112.0,2室1厅,80.66,南,简装
2161,罗湖区,四季御园两房 装修好 满五唯一红本在手 业主诚心出售,四季御园,莲塘,房本满五年,365.0,58976.0,2室1厅,61.89,北,精装
2162,罗湖区,总监推荐  万科物业精装大三房  小区环境好,山湖居,布心,,460.0,49870.0,3室1厅,92.24,东南 南,精装
2163,罗湖区,怡泰大厦裙楼loft公园 带阳台 不临街安静宜居,怡泰大厦,黄贝岭,,155.0,53764.0,1室1厅,28.83,南,精装
2164,罗湖区,京基东方华都 双地铁口物业，落地窗，自住舒适,京基东方华都,螺岭,房本满五年,350.0,83693.0,1室1厅,41.82,北,简装
2165,罗湖区,小区朝南一房，楼层适中采光佳，光线好,名骏豪庭,莲塘,,230.0,54042.0,1室1厅,42.56,南,简装
2166,罗湖区,中海天钻 3室2厅 1900万,中海天钻,万象城,,1900.0,105691.0,3室2厅,179.77,南,精装
2167,罗湖区,莲塘中间地段区三房业主诚意出售，看房方便,聚福花园,莲塘,房本满五年,390.0,46825.0,3室1厅,83.29,南,精装
2168,罗湖区,路桥大厦精装两房，红本在手，方正小复式,路桥大厦,清水河,,200.0,51908.0,2室2厅,38.53,东南,简装
2169,罗湖区,满五年唯一，红本，湖贝*和东门老街商务区,南塘物业小区,东门,房本满五年,226.0,42173.0,2室1厅,53.59,西南,精装
2170,罗湖区,罗湖国贸大两房两厅 地铁口 使用率高 配套齐全,友谊路24号,春风路,,380.0,47709.0,2室2厅,79.65,南,简装
2171,罗湖区,金豪花园 大三房 卧室全为南向 税费少 看房预约,金豪花园,清水河,房本满五年,420.0,50475.0,3室2厅,83.21,南,简装
2172,罗湖区,阳光新干线  满五唯一 红本在手 精装两房 业主诚心卖,阳光新干线家园,春风路,房本满五年,350.0,55911.0,2室1厅,62.6,东,精装
2173,罗湖区,桂园，桂园中精装两房，中间层卧室全明格局，绿化高,翠盈嘉园,洪湖,房本满五年,360.0,59951.0,2室2厅,60.05,北,精装
2174,罗湖区,朝东向，户型方正，客厅出阳台。装修保养好。,阳光新干线家园,春风路,房本满五年,330.0,52894.0,2室1厅,62.39,东南,精装
2175,罗湖区,西岭花园大两房，朝南向采光好，满五年红本在手,西岭花园,新秀,房本满五年,400.0,54735.0,2室2厅,73.08,南 北,精装
2176,罗湖区,高层大两房，满三年，通风采光好，地铁口关口物业,文华花园,黄贝岭,房本满五年,360.0,42061.0,2室1厅,85.59,西北,精装
2177,罗湖区,和平广场 高层精装三房 空中花园泳池 老街地铁站,和平广场,地王,房本满五年,450.0,53867.0,3室2厅,83.54,西北,精装
2178,罗湖区,小区自带小公园，内设各种健材. 房子满五,红岗西村,银湖,房本满五年,460.0,67787.0,3室1厅,67.86,南,精装
2179,罗湖区,都市名园 3室2厅 650万,都市名园,万象城,房本满五年,650.0,56537.0,3室2厅,114.97,南,精装
2180,罗湖区,松泉山庄 3室1厅 420万,松泉山庄,布心,房本满五年,420.0,42605.0,3室1厅,98.58,东南,其他
2181,罗湖区,地铁口物业，花园小区，东南朝向采光通风好，诚心卖,新天地名居,黄贝岭,,900.0,80107.0,3室2厅,112.35,东南,精装
2182,罗湖区,万科物业  精装三房  看房方便,山湖居,布心,房本满五年,460.0,55416.0,3室2厅,83.01,西北,精装
2183,罗湖区,天越翔园 1室1厅 255万,天越翔园,莲塘,房本满五年,255.0,55971.0,1室1厅,45.56,北,简装
2184,罗湖区,房子满两年，装修保养好，小区环境好，安静住家！,御景兰庭,莲塘,,440.0,59734.0,3室1厅,73.66,东,精装
2185,罗湖区,满五年唯一  红本在手 税费少  过户快,惠名花园,莲塘,房本满五年,360.0,46416.0,2室2厅,77.56,南,精装
2186,罗湖区,彩世界家园精装修大三房，满五唯一，朝东南看水库！,彩世界家园,布心,房本满五年,568.0,55687.0,3室1厅,102.0,东,简装
2187,罗湖区,中高楼层户型采光视野佳、近地铁、业主诚心售,百仕达花园一期,百仕达,房本满五年,1200.0,72728.0,5室2厅,165.0,北 南,精装
2188,罗湖区,黄贝岭 华丽东村  翠园本部 全新装修 大两房 看山景,华丽东村,黄贝岭,房本满五年,550.0,68673.0,2室2厅,80.09,东,精装
2189,罗湖区,双地铁双口岸 东南朝向 视野采光好 配套齐全,云峰花园,春风路,,425.0,48992.0,3室1厅,86.75,东南,精装
2190,罗湖区,满五红本在手，税费低 地铁口人车分流小区,太阳新城,布心,,430.0,56298.0,2室1厅,76.38,南,精装
2191,罗湖区,保养好，一手业主，满五唯一，红本在手,汇鑫花园,黄贝岭,房本满五年,380.0,60810.0,2室2厅,62.49,东,精装
2192,罗湖区,梧桐山新居，居住舒适，景观优美，正规三房带大花园,梧桐山新居,莲塘,房本满五年,485.0,65532.0,3室1厅,74.01,东南 南,简装
2193,罗湖区,华润万家百货旁，中间楼层，楼下地铁口，邻金光华,云景豪园,春风路,,620.0,51215.0,3室2厅,121.06,南,精装
2194,罗湖区,翠盈嘉园精装修两房出售 户型方正 楼层高 采光好。,翠盈嘉园,洪湖,,450.0,62535.0,2室1厅,71.96,北,精装
2195,罗湖区,卖点，户型介绍，交通出行，配套齐全，小区介绍,银座金钻,春风路,,200.0,48438.0,1室1厅,41.29,南,简装
2196,罗湖区,中贸大厦 3室1厅 410万,中贸大厦,笋岗,房本满五年,410.0,36858.0,3室1厅,111.24,西北,精装
2197,罗湖区,精装三房，厅出阳台，居家风格，看房找我约,嘉宾花园,万象城,房本满五年,460.0,40926.0,3室1厅,112.4,西,简装
2198,罗湖区,此房满5年 税费低 楼层好 户型方正 采光佳,青湖山庄,清水河,房本满五年,360.0,41954.0,3室2厅,85.81,北,简装
2199,罗湖区,地铁口，朝南看花园湖景，户型方正,百仕达花园二期,百仕达,房本满五年,600.0,60607.0,3室2厅,99.0,北,精装
2200,罗湖区,此房满五年 面积实用，正规小两房，南向，面积实用,城市东座,莲塘,房本满五年,298.0,61179.0,2室1厅,48.71,南,精装
2201,罗湖区,翠苑住宅小区  精装修  看房方便,翠苑住宅小区,百仕达,,468.0,49889.0,3室1厅,93.81,南,精装
2202,罗湖区,未来综合体旁，通透两房，采光通风效果佳,富达花园,莲塘,房本满五年,415.0,54114.0,2室1厅,76.69,南,简装
2203,罗湖区,9栋商品房，开发商德系装修，税费低，看香港山水景观,中海天钻,万象城,,1050.0,88481.0,3室2厅,118.67,南 西南,精装
2204,罗湖区,南海中心 3室1厅 485万,南海中心,东门,,485.0,50978.0,3室1厅,95.14,西北,精装
2205,罗湖区,和平广场 3室1厅 465万,和平广场,地王,,465.0,55662.0,3室1厅,83.54,西南,精装
2206,罗湖区,莲塘中区好房源，设施配套齐全，能满足一切生活需求,聚宝华府,莲塘,房本满五年,590.0,85856.0,2室1厅,68.72,南,精装
2207,罗湖区,满五年红本在手税费少，重新装修过，业主诚心卖。,四季御园,莲塘,房本满五年,560.0,65782.0,4室2厅,85.13,北,精装
2208,罗湖区,满五年，厅出阳台，高楼层，居家舒服,碧岭华庭,布心,房本满五年,780.0,57400.0,4室2厅,135.89,东南,简装
2209,罗湖区,仙桐御景精装大两房出售，看花园，厅出阳台，便宜啊,仙桐御景,莲塘,,352.0,54154.0,2室1厅,65.0,东南,精装
2210,罗湖区,朝南正规两房，让你每天沐浴在阳光中ing,名骏豪庭,莲塘,,358.0,55894.0,2室1厅,64.05,南,简装
2211,罗湖区,首先，户型方正，红本在手，一手业主,港澳8号,东门,房本满五年,218.0,52129.0,1室1厅,41.82,东南,精装
2212,罗湖区,厅出阳台和带有生活阳台。适合居家自住。,金城华庭,螺岭,房本满五年,760.0,80577.0,3室1厅,94.32,东南,精装
2213,罗湖区,满五年唯一  中间楼层  小区封闭式管理   交通便利,惠名花园,莲塘,房本满五年,320.0,62427.0,3室2厅,51.26,南,简装
2214,罗湖区,临铁近Mall，罗湖口岸优质三居。出行便利，省税好户型,大中华汇展阁,罗湖口岸,,365.0,40556.0,3室1厅,90.0,东,精装
2215,罗湖区,晒布地铁物业正规大三房精装修。,南海中心,东门,房本满五年,480.0,49855.0,3室2厅,96.28,南,简装
2216,罗湖区,满五唯一 户型方正 干湿分离 居家设计,碧湖花园,洪湖,房本满五年,480.0,44814.0,3室1厅,107.11,东,简装
2217,罗湖区,罗湖待 拆物业，大三房，业主诚心出售,红群楼,地王,,500.0,57978.0,3室2厅,86.24,南,精装
2218,罗湖区,比华利山庄 小三房 满五唯一 采光好实用率高,比华利山庄,布心,房本满五年,350.0,45764.0,3室2厅,76.48,南 北,简装
2219,罗湖区,合正南向大2房满5高楼层安静装修好业主真诚出售。,合正锦湖魅力城,洪湖,房本满五年,485.0,62053.0,2室1厅,78.16,南,精装
2220,罗湖区,诚心出售，采光充足，通透户型，带大阳台,红围二巷13号,地王,房本满五年,600.0,55062.0,3室2厅,108.97,东南,简装
2221,罗湖区,鸿翔花园大三房，一手业主红本，带大阳台大入户,鸿翔花园,地王,房本满五年,1040.0,82130.0,3室1厅,126.63,北,简装
2222,罗湖区,房子满五唯一免个税，装修保养好，多数家电留下,东乐花园,百仕达,房本满五年,450.0,40356.0,3室2厅,111.51,东北,简装
2223,罗湖区,佳宁娜广场 5室2厅 550万,佳宁娜广场,春风路,,550.0,40549.0,5室2厅,135.64,东,精装
2224,罗湖区,新港鸿电梯三房，装修好，业主诚心，看房方便,新港鸿花园,百仕达,房本满五年,580.0,55545.0,3室2厅,104.42,西,其他
2225,罗湖区,朝南精装三房，中楼层视野宽阔  诚心出售,名骏豪庭,莲塘,,530.0,62163.0,3室1厅,85.26,南,其他
2226,罗湖区,龙园苑 文锦渡关口 居家舒适 安静,龙园苑,黄贝岭,房本满五年,480.0,54676.0,3室2厅,87.79,东南,精装
2227,罗湖区,深业东岭房子很好业主诚心卖.红本在手.精装修户型优质,深业东岭,黄贝岭,,1260.0,98438.0,3室2厅,128.0,东南,精装
2228,罗湖区,老街大剧院双地铁  大三房 总价低,桂花大厦,地王,房本满五年,415.0,41253.0,3室2厅,100.6,南 北,其他
2229,罗湖区,布心花园一区 3室1厅 528万,布心花园一区,布心,,528.0,61965.0,3室1厅,85.21,南,简装
2230,罗湖区,汽培小区正规3房，户型方正，采光通风好。,汽培小区,新秀,房本满五年,350.0,39864.0,3室2厅,87.8,南,简装
2231,罗湖区,靠山大社区 朝南一房一厅 精装红本房,仙桐御景,莲塘,房本满五年,268.0,55950.0,1室1厅,47.9,南,精装
2232,罗湖区,和平广场 高层精装三房 空中花园泳池 老街地铁站,和平广场,地王,房本满五年,438.0,52430.0,3室2厅,83.54,东南,简装
2233,罗湖区,大剧院满五唯一三房，精装修，业主诚心出售,宝丽大厦,地王,房本满五年,393.0,43706.0,3室1厅,89.92,西,精装
2234,罗湖区,金色年华家园 一房一厅 情侣必备 双阳台 落地窗,金色年华家园,莲塘,房本满五年,230.0,61057.0,1室1厅,37.67,北,简装
2235,罗湖区,高楼层南向，大三房满五年可免个税，装修漂亮保养好,四季御园,莲塘,房本满五年,570.0,68403.0,3室1厅,83.33,南,精装
2236,罗湖区,莲塘+东方凤雅台+大社区+有游泳池+适合居家,东方凤雅台,莲塘,,292.0,51491.0,2室2厅,56.71,北,精装
2237,罗湖区,此房满2年，欠200多万，现在空出来了，看房约,联城美园,春风路,,380.0,65767.0,2室2厅,57.78,南 东,精装
2238,罗湖区,经理：此房满五唯一免个税，业主诚心出售,东乐花园,百仕达,房本满五年,430.0,34095.0,4室2厅,126.12,东北,简装
2239,罗湖区,祥和花园 2室1厅 390万,祥和花园,莲塘,房本满五年,390.0,50084.0,2室1厅,77.87,北,精装
2240,罗湖区,文锦渡三院 三房一厅 视野开阔 满两年,文锦渡海关三院,黄贝岭,,490.0,59560.0,3室1厅,82.27,南,简装
2241,罗湖区,金祥佳园 楼层好 精装修 三房 满2年,金祥都市花园,清水河,,408.0,44156.0,3室2厅,92.4,东北,精装
2242,罗湖区,东南向54+9，大客厅方正实用，红本在手，楼层好,新天地名居,黄贝岭,,425.0,78602.0,2室2厅,54.07,东南,精装
2243,罗湖区,锦缘里南向2房户型好精装万科物业 业主诚心卖 风景靓,锦缘里嘉园,新秀,,380.0,64298.0,2室1厅,59.1,南,精装
2244,罗湖区,高楼层朝东南，户型使用空间比较大，方正通风采光好,四季御园,莲塘,房本满五年,550.0,74035.0,3室1厅,74.29,南,精装
2245,罗湖区,满五年红本，业主诚心出售，看房方便,百仕达花园一期,百仕达,房本满五年,788.0,63600.0,3室2厅,123.9,东,简装
2246,罗湖区,海富花园高层东南向三房 一手业主 诚心出售,海富花园,黄贝岭,房本满五年,395.0,46630.0,3室1厅,84.71,东南,简装
2247,罗湖区,深 中+锦田未用，洪湖公园旁，湖景大厦四居室,湖景大厦,翠竹,房本满五年,730.0,50943.0,4室1厅,143.3,南,简装
2248,罗湖区,高层南向带装修，视野开阔通风采光好，近地铁口关口,海富花园,黄贝岭,房本满五年,348.0,47974.0,2室1厅,72.54,东南,简装
2249,罗湖区,满五年，有红本在手，过户时间快，节省费用多,碧中园,黄贝岭,房本满五年,635.0,57796.0,3室1厅,109.87,南,精装
2250,罗湖区,南向  双大阳台  看湖景  满五年,棕榈滩花园,银湖,房本满五年,850.0,63652.0,3室2厅,133.54,南,简装
2251,罗湖区,华丽花园 3室2厅 540万,华丽花园,螺岭,房本满五年,540.0,53759.0,3室2厅,100.45,西南,精装
2252,罗湖区,颖隆大厦 2室1厅 230万,颖隆大厦,布心,,230.0,44265.0,2室1厅,51.96,南,简装
2253,罗湖区,满五唯一 中间楼层 户型方正 改好的三房,东乐花园,百仕达,房本满五年,420.0,55133.0,3室1厅,76.18,南,简装
2254,罗湖区,近国贸老街，装修考究带红木家具，诚意出售看房随时,鸿隆世纪广场,地王,,500.0,50912.0,3室1厅,98.21,北,其他
2255,罗湖区,祥和花园 2室2厅 370万,祥和花园,莲塘,,370.0,47436.0,2室2厅,78.0,东 北,简装
2256,罗湖区,此房通透采光佳，看房方便，精装修，港式社区宜居家,名骏豪庭,莲塘,,330.0,51523.0,2室1厅,64.05,南 北,精装
2257,罗湖区,近老街地铁口，大户型户型通透，业主诚心卖,电影大厦,地王,房本满五年,480.0,46337.0,3室2厅,103.59,东,精装
2258,罗湖区,梧桐山朝南安静2房，满5年，看房方便,梧桐山新居,莲塘,房本满五年,368.0,57500.0,2室1厅,64.0,南,精装
2259,罗湖区,红本在手 满五年唯一 地铁口物业  靠山物业,康宁医院宿舍楼,百仕达,房本满五年,430.0,52033.0,3室2厅,82.64,北,精装
2260,罗湖区,红岭地铁口 走楼梯物业 南北通透 户型方正,荔花村,地王,房本满五年,600.0,55259.0,3室2厅,108.58,南 北,精装
2261,罗湖区,朝南通风好  采光视野好   诚心出售,布心花园二区,布心,房本满五年,480.0,61007.0,2室2厅,78.68,南,简装
2262,罗湖区,靠山景观小区 安静天然氧吧 本物业税费少 看房方便,梧桐山新居,莲塘,房本满五年,380.0,59468.0,2室1厅,63.9,南,简装
2263,罗湖区,文锦大厦实用3房，高层东南向，厅出阳台，满五年唯一,文锦大厦,黄贝岭,房本满五年,330.0,41985.0,3室2厅,78.6,东南 南,精装
2264,罗湖区,此房满五唯一  税费少 交易透明 看房方便 厅出阳台,合正锦湖魅力城,洪湖,房本满五年,410.0,66258.0,2室1厅,61.88,西北,精装
2265,罗湖区,东门天下，精装户型，诚心出售！,东门天下,东门,房本满五年,488.0,68157.0,2室1厅,71.6,东,其他
2266,罗湖区,精装修，视野好，红本在手随时过户,天元大厦,地王,房本满五年,500.0,45927.0,3室1厅,108.87,东北,简装
2267,罗湖区,满2年1楼层 看房方便 楼梯实用,鹏城花园,布心,,570.0,65729.0,6室1厅,86.72,南,简装
2268,罗湖区,罗湖国贸精装两房 满五唯一  高楼层 大阳台。,瑞丰大厦,春风路,房本满五年,330.0,46200.0,2室1厅,71.43,南,精装
2269,罗湖区,带花园的三房 南北双阳台 看游泳池 安静 新装修 钥匙,蕙兰雅居,莲塘,房本满五年,550.0,60327.0,3室1厅,91.17,南,精装
2270,罗湖区,阳光自主两房，东南向，装修靓丽，视野好。,阳光新干线家园,春风路,,380.0,62275.0,2室1厅,61.02,东南,精装
2271,罗湖区,东方凤雅台 3室1厅 480万,东方凤雅台,莲塘,房本满五年,480.0,52876.0,3室1厅,90.78,南,精装
2272,罗湖区,龙景花园 2室2厅 328万,龙景花园,新秀,房本满五年,328.0,48307.0,2室2厅,67.9,北,简装
2273,罗湖区,怡都大厦三房一厅  朝南向   户型方正  采光好,怡都大厦,罗湖口岸,房本满五年,350.0,37227.0,3室1厅,94.02,南,简装
2274,罗湖区,满五唯一，精装修，税费少，中间楼层，布心地铁站,鹏城花园,布心,房本满五年,405.0,46165.0,3室1厅,87.73,南,精装
2275,罗湖区,庐峰南向，南向，南向 大三房，精装修,庐峰翠苑,黄贝岭,,720.0,65742.0,3室2厅,109.52,西南,精装
2276,罗湖区,房子满五唯一，采光好，通透，精装修,万事达名苑,百仕达,房本满五年,650.0,53933.0,3室1厅,120.52,北,精装
2277,罗湖区,此房满二年，精装修，保养很好，中高楼层视野好,深业东岭,黄贝岭,,635.0,72547.0,3室2厅,87.53,西北,精装
2278,罗湖区,新上高层三房 满五唯一 红本在手 诚心卖 有固定车位,碧水园,洪湖,房本满五年,495.0,54164.0,3室2厅,91.39,南,精装
2279,罗湖区,旺业豪苑 2室1厅 320万,旺业豪苑,东门,房本满五年,320.0,61896.0,2室1厅,51.7,南 北,精装
2280,罗湖区,精装楼梯三房，户型南北朝向得房率高,畔山花园,莲塘,房本满五年,395.0,44402.0,3室1厅,88.96,南,精装
2281,罗湖区,合正荣悦花园社区，翠竹地铁站，户型方正，厅出阳台,合正荣悦,黄贝岭,房本满五年,2100.0,100643.0,4室2厅,208.66,东南,精装
2282,罗湖区,两房两厅，双阳台，采光充足，通风好！,长丰苑,春风路,房本满五年,315.0,46709.0,2室2厅,67.44,东 北,精装
2283,罗湖区,复式两房价格实惠、近地铁、看深小校园,世濠大厦,东门,房本满五年,309.0,72895.0,2室1厅,42.39,西北,简装
2284,罗湖区,东门168 1室1厅 260万,东门168,螺岭,房本满五年,260.0,63415.0,1室1厅,41.0,南,精装
2285,罗湖区,满5年业主诚心出售，户型方正，南向朝向不错,莲通楼,莲塘,房本满五年,375.0,50228.0,2室1厅,74.66,南,简装
2286,罗湖区,业主诚心放卖，满五年，税费少，看房约,嘉湖新都,翠竹,房本满五年,710.0,86607.0,3室2厅,81.98,西南,精装
2287,罗湖区,此房户型方正，满五年，交易快，业主诚心卖,润唐山庄,银湖,房本满五年,880.0,62412.0,3室2厅,141.0,东南,精装
2288,罗湖区,带大入户花园24.3平，这户型只有这栋有,百仕达东郡,百仕达,房本满五年,860.0,85701.0,3室2厅,100.35,东,精装
2289,罗湖区,5 7号线 红本在手 朝南三房 诚心出售,百仕达花园一期,百仕达,房本满五年,720.0,65796.0,3室2厅,109.43,南 北,简装
2290,罗湖区,洪湖花园大2房，东南向 红本在手满5唯一,洪湖花园,洪湖,房本满五年,375.0,44986.0,2室1厅,83.36,东南,精装
2291,罗湖区,合正荣悦花园社区，翠竹地铁站，户型方正，厅出阳台,合正荣悦,黄贝岭,房本满五年,1325.0,93324.0,4室2厅,141.98,东南,精装
2292,罗湖区,梧桐山脉次新盘新精装业主诚意出售,御景兰庭,莲塘,房本满五年,560.0,61465.0,2室2厅,91.11,南,其他
2293,罗湖区,水库景观 看房方便 红本 诚心出售,东乐花园,百仕达,房本满五年,450.0,35681.0,4室2厅,126.12,东北,简装
2294,罗湖区,口岸文锦地铁口，南向精装两房视野好，业主诚意卖,朗钜御风庭,黄贝岭,,369.0,54490.0,2室1厅,67.72,东南,精装
2295,罗湖区,南北通带装修，全新花园社区，万科物业管理，车位充足,锦缘里嘉园,新秀,,535.0,75941.0,2室2厅,70.45,东南,精装
2296,罗湖区,满五年红本在手，朝南，安静看花园，采光好，通透格局,鹏兴花园三期,莲塘,房本满五年,800.0,76924.0,3室2厅,104.0,南 北,简装
2297,罗湖区,峰度天下 2室1厅 385万,峰度天下,新秀,,385.0,48355.0,2室1厅,79.62,北,毛坯
2298,罗湖区,二台地靠山安静正南向大三房 满五年免个税 有心出售,万科东方尊峪,莲塘,房本满五年,765.0,61402.0,3室2厅,124.59,南,精装
2299,罗湖区,东乐花园 3室1厅 460万,东乐花园,百仕达,房本满五年,460.0,41252.0,3室1厅,111.51,东南,简装
2300,罗湖区,富达花园 3室1厅 450万,富达花园,莲塘,房本满五年,450.0,54217.0,3室1厅,83.0,南,简装
2301,罗湖区,红本在手 东南向  看香港山景无遮挡 采光和通风好！,新天地名居,黄贝岭,,900.0,79647.0,3室1厅,113.0,东南,精装
2302,罗湖区,东深小区，带电梯，满五唯一，视野无遮挡，诚心出售,东深小区,黄贝岭,房本满五年,920.0,76859.0,4室2厅,119.7,南,精装
2303,罗湖区,红岗西村 泥岗区待棚改物业 满五唯一 红本在手,红岗西村,银湖,房本满五年,510.0,57902.0,3室2厅,88.08,南,简装
2304,罗湖区,和平广场 3室2厅 435万,和平广场,地王,房本满五年,435.0,57366.0,3室2厅,75.83,东南 西南,精装
2305,罗湖区,地铁口物业 看房方便 住家合适,百仕达花园一期,百仕达,房本满五年,850.0,62889.0,3室1厅,135.16,南,精装
2306,罗湖区,70年产权住宅，满5年朝南，万象城商圈,河东苑,万象城,房本满五年,450.0,64012.0,2室1厅,70.3,南,简装
2307,罗湖区,龙景花园正规南向2房   精装修   业主诚心出售,龙景花园,新秀,房本满五年,325.0,50695.0,2室1厅,64.11,南,精装
2308,罗湖区,东乐花园电梯3房2卫 东南向 一手业主 自住装修,东乐花园,百仕达,房本满五年,438.0,39279.0,3室1厅,111.51,南,简装
2309,罗湖区,田心庆云花园 3室2厅 525万,田心庆云花园,笋岗,,525.0,56283.0,3室2厅,93.28,东,简装
2310,罗湖区,百仕达乐湖 南向 业主诚意出售,百仕达乐湖,百仕达,,1150.0,80918.0,3室1厅,142.12,东南,其他
2311,罗湖区,户型方正，采光好，装修保养好，业主诚心,凤凰印象,螺岭,,320.0,77576.0,1室1厅,41.25,东北,精装
2312,罗湖区,满五唯一 方正敞亮 单价低 业主诚心卖,海珑华苑,螺岭,房本满五年,450.0,60844.0,2室2厅,73.96,东北,精装
2313,罗湖区,紫荆花园标准三房，两层少有户型。诚心卖,紫荆花园,布心,,400.0,41127.0,3室1厅,97.26,东,简装
2314,罗湖区,名骏豪庭 3室1厅 510万,名骏豪庭,莲塘,,510.0,59853.0,3室1厅,85.21,南,其他
2315,罗湖区,鹿丹村铁路小区 3室1厅 398万,鹿丹村铁路小区,万象城,房本满五年,398.0,58171.0,3室1厅,68.42,南 北,简装
2316,罗湖区,云峰花园 3室1厅 400万,云峰花园,春风路,,400.0,45147.0,3室1厅,88.6,西北,精装
2317,罗湖区,黄贝岭华侨新村，正规三房，格局方正，双地铁,黄贝岭华侨新村,黄贝岭,房本满五年,420.0,49354.0,3室2厅,85.1,南,简装
2318,罗湖区,正规l大三房 面积实用 业主诚心出售,庐山花园,罗湖口岸,房本满五年,370.0,40638.0,3室2厅,91.05,南,精装
2319,罗湖区,龙园山庄 大三房 有装修 南北通 两个卫生间,龙园山庄,清水河,,438.0,42352.0,3室1厅,103.42,南,精装
2320,罗湖区,新秀地铁口靠河两房 花园社区居家舒适,芳春花园,新秀,房本满五年,286.0,56713.0,2室1厅,50.43,南,其他
2321,罗湖区,满五年唯一，朝南向三房，优质小区，业主诚心出售。,太阳新城,布心,,560.0,56600.0,3室1厅,98.94,南,简装
2322,罗湖区,鸿业苑三期花园式小区 采光好 户型方正 空间宽敞,鸿业苑三期,黄贝岭,房本满五年,1250.0,70308.0,3室2厅,177.79,西南,精装
2323,罗湖区,万科东方尊峪 3室1厅 730万,万科东方尊峪,莲塘,房本满五年,730.0,59350.0,3室1厅,123.0,西 西北,其他
